x__0,x__1,x__2,x__3,x__4,x__5,x__6,x__7,x__8,x__9,y
0,12,0,17,23,12,30,19,0,26,17
24,20,14,0,13,26,24,13,0,13,16
0,25,26,31,20,26,25,0,31,19,12
19,0,14,16,29,31,12,20,25,0,32
14,26,24,16,0,31,26,0,31,19,20
12,25,15,0,30,16,14,32,29,16,0
0,34,16,0,14,12,25,0,23,16,12
25,0,13,16,16,25,0,32,30,16,15
0,30,12,24,16,0,15,20,30,14,26
26,29,18,26,31,31,16,25,0,13,36
12,0,34,12,23,23,0,26,17,0,17
0,12,15,33,12,25,14,16,15,0,20
31,36,0,31,26,0,15,26,0,16,33
23,23,0,24,32,30,31,0,31,16,23
24,13,16,15,1,0,21,12,20,23,16
26,0,23,26,26,22,0,20,25,34,12
2,0,34,16,0,12,29,16,0,25,26
26,32,30,12,25,15,30,0,26,17,0
15,16,30,31,29,26,36,0,13,32,31
32,20,31,0,26,17,0,19,12,27,27
19,16,0,33,16,29,36,0,17,20,29
0,30,14,20,16,25,14,16,0,13,16
14,16,1,0,17,26,29,0,31,19,20
26,25,1,0,12,23,23,26,34,20,25
16,0,24,32,30,31,0,14,19,12,25
34,19,26,0,12,29,16,0,15,20,17
15,0,31,19,16,20,29,0,17,12,20
12,31,16,23,36,0,16,23,20,24,20
0,15,16,12,31,19,2,0,31,19,16
20,16,30,0,12,25,15,0,34,20,31
12,0,34,26,29,23,15,0,34,20,31
31,0,31,19,20,30,0,30,20,24,27
18,12,30,30,16,15,0,31,26,0,15
14,19,0,32,30,0,31,19,20,30,0
31,0,12,25,15,0,29,26,23,23,0
32,23,0,26,17,0,25,12,31,20,26
30,1,0,34,16,0,24,32,30,31,0
17,26,29,18,26,31,31,16,25,0,13
15,16,2,0,31,19,12,31,0,24,16
0,26,17,0,26,25,16,0,19,32,24
12,23,23,0,24,32,30,31,0,31,16
18,26,31,31,16,25,0,13,36,0,31
26,25,15,16,29,0,12,0,31,16,29
16,0,32,30,0,19,26,27,16,2,0
0,12,18,18,29,16,30,30,20,26,25
0,12,25,15,0,16,25,15,26,34,16
12,25,15,0,25,12,31,20,26,25,30
0,12,14,29,26,30,30,0,31,19,16
1,0,31,19,12,31,0,20,30,0,31
16,25,31,0,31,19,16,0,13,26,24
12,29,1,0,24,16,24,26,29,20,12
15,0,20,25,0,19,20,29,26,30,19
18,0,13,32,31,0,12,18,12,20,25
16,1,0,13,32,31,0,12,0,17,29
29,36,0,25,26,31,20,26,25,0,31
0,34,16,0,12,29,16,0,25,26,31
0,22,20,23,23,20,25,18,0,24,12
0,13,32,31,0,31,19,26,30,16,0
32,14,19,0,30,32,17,17,16,29,20
36,0,30,14,12,29,14,20,31,36,0
19,0,17,16,23,23,0,17,29,26,24
16,30,1,0,34,16,0,24,32,30,31
0,14,12,31,12,30,31,29,26,27,19
19,16,0,30,27,29,16,12,15,0,31
16,25,16,31,20,14,0,14,26,15,16
31,19,16,0,14,29,32,15,16,30,31
27,23,20,31,31,20,25,18,0,26,17
30,0,24,12,15,16,0,13,36,0,23
30,0,12,18,26,2,0,31,19,26,30
25,12,31,20,25,18,0,20,31,2,0
0,34,16,0,24,32,30,31,0,14,19
13,32,31,0,34,16,0,19,12,33,16
16,0,12,23,23,0,24,32,30,31,0
19,16,0,15,29,16,12,15,0,26,17
18,20,25,12,31,20,26,25,1,0,20
27,27,20,25,16,30,30,2,0,29,16
12,25,0,15,26,26,24,0,32,30,2
0,17,29,26,24,0,17,12,25,12,31
18,1,0,26,32,29,0,12,13,20,23
34,16,16,25,0,25,12,31,20,26,25
29,0,30,26,32,23,30,0,30,27,16
0,25,26,31,0,30,26,0,15,20,30
31,19,20,30,0,34,12,29,1,0,24
24,20,30,16,30,0,12,0,27,12,31
19,12,31,0,30,31,26,29,36,0,20
34,26,29,22,16,15,0,31,26,0,12
29,16,14,20,26,32,30,0,31,19,20
15,0,34,19,12,31,0,34,16,0,24
2,0,31,19,16,0,34,26,29,23,15
0,31,19,16,0,14,19,26,20,14,16
29,16,1,0,12,25,15,0,31,19,16
19,16,0,30,31,12,29,31,0,26,17
0,14,20,33,20,23,20,37,12,31,20
26,24,16,0,31,26,0,27,26,25,15
16,23,23,0,26,32,29,0,14,19,20
36,0,17,26,29,0,32,25,24,12,31
34,26,25,0,17,12,29,0,24,26,29
31,16,25,31,0,16,17,17,26,29,31
26,29,20,16,30,0,19,12,33,16,0
16,29,36,0,17,20,29,30,31,0,24
1,0,31,19,16,0,34,26,24,12,25
13,23,20,25,15,0,32,30,0,31,26
20,13,16,29,12,31,20,26,25,2,0
18,19,31,30,1,0,26,32,29,0,20
0,32,25,15,16,29,30,31,12,25,15
1,0,31,19,16,0,29,12,15,20,14
25,0,19,12,30,0,13,16,16,25,0
29,31,0,14,12,25,0,29,26,23,23
18,20,26,25,0,19,12,30,0,13,16
19,26,31,1,0,13,16,12,31,16,25
26,25,0,23,20,13,16,29,12,31,20
14,26,25,31,20,25,16,25,31,30,0
17,26,32,18,19,31,0,12,24,26,25
17,0,21,32,30,31,20,14,16,0,12
12,23,0,31,19,12,31,0,16,35,31
18,29,16,12,31,0,29,16,23,20,18
25,14,16,0,26,17,0,25,32,14,23
32,30,31,0,31,16,23,23,2,0,31
17,0,31,19,16,0,27,12,30,31,2
0,31,19,16,0,30,12,24,16,0,13
16,2,0,20,31,0,20,30,0,25,26
27,12,13,20,23,20,31,20,16,30,0
31,19,20,16,30,31,0,12,25,15,0
20,25,18,0,26,33,16,29,0,4,3
0,31,26,0,31,19,20,30,0,27,23
30,0,31,19,12,31,0,14,12,24,16
12,30,36,1,0,16,33,16,25,0,34
33,16,30,0,31,26,0,17,16,16,23
12,14,16,0,19,16,29,16,0,8,4
12,29,16,25,31,2,0,34,16,0,14
14,26,25,28,32,16,30,31,0,31,19
0,31,19,12,31,0,31,16,23,23,0
23,16,12,29,25,16,15,0,31,26,0
12,20,25,0,26,29,0,19,32,25,18
0,17,29,26,24,0,26,32,29,0,14
0,23,16,15,0,31,26,0,31,19,16
16,17,17,26,29,31,2,0,20,31,0
20,31,19,0,19,12,30,0,12,0,23
0,31,19,12,31,0,20,30,0,31,19
2,0,12,29,31,20,17,12,14,31,30
25,0,32,25,12,23,20,16,25,12,13
30,20,23,16,25,31,0,14,29,36,2
0,31,19,20,25,18,30,0,12,23,30
0,26,17,0,21,32,30,31,20,14,16
19,16,23,15,0,27,29,20,30,26,25
12,25,15,0,12,31,0,16,12,14,19
14,26,24,27,23,12,14,16,25,14,36
12,13,20,23,20,31,36,0,31,26,0
0,19,32,24,12,25,0,29,12,14,16
14,0,13,26,24,13,0,13,16,14,12
12,31,20,26,25,30,0,12,25,15,0
16,15,0,19,16,29,16,1,0,13,32
14,31,0,26,17,0,34,12,29,0,31
19,2,0,31,19,16,29,16,0,12,29
23,0,26,17,0,17,20,29,16,0,15
32,20,23,15,2,0,12,25,15,0,27
30,16,31,30,0,19,20,29,26,30,19
33,16,0,30,26,0,26,17,31,16,25
32,31,0,17,12,24,20,23,20,16,30
12,29,31,2,0,31,19,16,20,29,0
30,1,0,34,16,0,12,29,16,0,24
14,19,12,25,18,16,15,0,19,16,29
2,0,34,16,0,23,20,30,31,16,25
31,20,26,25,12,23,0,14,26,24,24
16,31,20,31,20,26,25,10,0,31,26
25,15,0,24,12,18,25,20,17,20,14
16,30,1,0,26,32,29,0,31,19,26
31,19,16,20,29,0,14,20,33,20,23
19,26,32,31,0,12,25,0,16,28,32
1,0,12,25,15,0,16,25,15,26,34
0,15,20,30,14,26,33,16,29,20,16
25,15,0,12,0,15,26,37,16,25,0
16,0,29,16,14,26,18,25,20,37,16
16,15,0,13,36,0,25,16,34,0,14
0,29,20,30,16,25,0,12,25,15,0
31,20,26,25,30,0,12,25,15,0,31
30,0,12,23,30,26,0,18,20,33,16
0,12,25,15,0,13,12,29,29,16,23
12,25,0,31,19,20,25,22,0,26,17
32,30,16,0,17,26,29,0,27,16,12
2,0,26,27,27,29,16,30,30,16,15
0,16,33,16,29,36,0,12,14,31,0
0,17,29,20,16,25,15,30,19,20,27
0,16,24,27,20,29,16,30,0,19,12
16,27,16,12,31,0,31,19,16,0,24
16,20,29,0,23,26,30,30,0,34,12
35,31,16,25,15,30,0,12,14,29,26
34,12,29,0,31,19,12,31,0,29,16
31,19,12,31,0,30,31,26,29,36,0
19,16,0,24,16,24,26,29,36,0,26
0,14,29,16,12,31,16,15,0,16,28
30,20,13,20,23,20,31,36,0,26,17
0,14,26,32,25,31,23,16,30,30,0
31,12,30,31,29,26,27,19,16,2,0
31,19,16,0,33,16,29,36,0,17,20
34,26,29,31,19,0,27,29,26,31,16
26,29,25,20,25,18,1,0,15,16,12
20,30,31,0,17,16,29,33,26,29,0
13,16,18,32,25,10,0,31,26,0,30
14,16,0,31,19,12,31,0,17,12,31
25,1,0,26,32,29,0,23,12,25,18
25,16,0,31,19,12,31,0,15,29,26
20,31,36,0,31,26,0,23,26,26,22
16,29,36,0,14,26,25,31,20,25,16
17,20,14,20,16,25,31,0,22,20,23
30,16,31,0,26,32,29,30,16,23,33
26,27,23,16,0,34,16,0,23,26,33
36,0,25,26,31,20,26,25,0,31,19
19,12,31,0,29,26,30,16,0,20,25
36,0,15,26,0,34,16,0,14,26,24
0,31,19,16,0,20,29,29,16,15,32
31,19,16,29,0,15,29,20,33,16,25
0,12,30,0,12,0,30,27,16,14,20
0,13,26,24,13,0,13,16,14,12,32
20,31,36,30,0,14,26,29,16,0,14
31,0,27,12,30,31,2,0,34,16,0
0,19,16,29,16,0,20,25,0,31,19
16,0,33,16,29,36,0,31,19,20,25
15,33,12,25,14,16,15,0,20,15,16
31,19,0,32,30,0,31,26,0,13,16
16,0,31,26,0,31,19,20,30,0,27
0,27,12,29,31,0,26,17,0,12,0
25,18,0,12,25,15,0,31,19,16,25
16,33,16,29,0,17,12,15,16,2,0
26,30,16,0,20,25,31,26,0,31,19
25,15,0,25,26,31,0,33,20,26,23
19,2,0,19,20,29,26,30,19,20,24
24,1,0,31,19,16,25,0,31,19,16
15,26,16,30,0,24,12,31,16,29,20
17,16,29,16,15,1,0,12,0,14,26
0,26,25,0,16,33,16,29,36,0,14
20,30,0,27,23,12,14,16,1,0,31
31,20,24,16,2,0,31,19,16,0,34
15,16,0,13,36,0,23,16,12,15,16
0,24,12,29,14,19,16,15,1,0,13
0,34,12,23,23,0,26,17,0,17,20
29,12,31,20,26,25,2,0,12,25,0
20,31,2,0,34,19,16,25,0,31,19
16,20,29,0,25,12,24,16,30,0,17
31,16,15,0,16,28,32,12,23,1,0
26,17,0,12,0,24,32,30,19,29,26
36,0,29,16,24,20,25,15,16,15,0
16,0,20,24,12,18,16,0,26,17,0
30,27,16,12,22,12,13,23,16,0,15
29,16,12,31,16,15,0,16,28,32,12
15,0,15,16,19,32,24,12,25,20,37
30,31,0,25,16,33,16,29,0,17,12
12,36,20,25,18,0,31,29,32,16,0
26,0,16,30,14,12,27,16,0,31,19
0,12,0,31,16,29,29,20,13,23,16
31,0,33,20,26,23,16,25,31,0,14
18,0,31,19,12,31,0,20,30,2,0
19,16,0,34,12,29,30,0,31,19,12
30,31,20,31,32,31,20,26,25,30,0
0,12,27,12,29,31,2,0,12,29,31
19,20,25,18,30,0,12,25,15,0,22
0,13,12,14,22,0,12,25,15,0,32
12,32,30,16,11,0,16,33,16,29,36
25,30,1,0,34,19,16,25,0,31,19
36,0,16,23,20,24,20,25,12,31,16
31,19,0,34,12,29,1,0,34,19,16
30,16,0,31,16,23,23,20,25,18,0
12,30,12,22,20,0,34,12,30,0,17
31,0,27,16,29,30,20,30,31,16,25
14,16,25,30,16,0,31,26,0,22,20
36,0,31,19,12,31,0,34,16,0,12
16,25,14,16,0,26,17,0,25,32,14
31,20,26,25,0,26,17,0,31,19,16
12,25,15,0,29,20,18,19,31,16,26
15,0,19,16,29,16,0,20,25,0,31
25,15,0,34,20,31,19,26,32,31,0
37,16,25,0,12,24,16,29,20,14,12
0,30,27,12,29,22,0,31,19,12,31
24,26,25,18,0,31,19,16,0,34,16
36,16,12,29,30,0,12,18,26,1,0
17,0,32,25,30,27,16,12,22,12,13
14,16,0,19,16,29,16,0,8,4,0
0,13,26,24,13,0,17,16,23,23,2
26,31,0,34,12,25,31,0,24,26,29
20,24,12,18,20,25,12,31,20,26,25
0,21,32,25,14,31,32,29,16,0,20
23,36,0,20,25,31,26,0,31,19,16
0,27,16,26,27,23,16,0,31,19,12
26,30,30,16,30,30,16,15,0,31,19
31,0,24,26,29,16,0,34,12,29,2
0,14,26,25,17,23,20,14,31,30,0
31,32,29,16,0,12,25,15,0,13,16
0,30,31,20,23,23,1,0,16,33,16
12,25,15,0,25,12,18,12,30,12,22
16,32,29,26,27,16,0,13,32,20,23
14,20,12,23,0,20,25,25,26,33,12
0,12,29,16,0,14,29,16,12,31,16
30,31,12,29,22,23,36,0,29,16,24
31,0,34,12,29,0,20,31,30,16,23
30,14,29,20,13,16,30,0,12,0,14
0,12,0,27,12,29,16,25,31,2,0
30,14,12,27,16,0,31,19,16,0,23
16,12,25,30,2,0,31,19,16,0,20
26,25,31,20,25,16,25,31,0,31,19
25,12,23,20,30,31,0,17,16,29,33
30,16,0,30,22,20,16,30,1,0,34
25,0,24,36,0,23,20,17,16,31,20
31,19,16,0,34,26,29,23,15,0,30
31,26,26,23,0,24,12,22,20,25,18
28,32,20,29,16,30,0,12,0,24,26
14,19,16,15,1,0,13,26,24,13,16
29,29,16,15,32,14,20,13,23,16,0
0,15,29,26,27,27,16,15,0,31,19
0,30,31,12,29,33,16,15,1,0,18
29,0,26,34,25,0,13,26,29,15,16
0,4,3,3,1,3,3,3,0,21,12
0,13,32,31,0,31,26,15,12,36,0
17,26,29,16,1,0,12,25,15,0,31
24,26,30,31,0,30,31,12,29,22,23
29,16,0,23,20,22,16,0,32,30,2
32,18,19,31,0,12,24,26,25,18,0
23,20,16,25,12,13,23,16,0,29,20
0,17,26,14,32,30,16,15,0,26,25
25,14,16,1,0,13,32,31,0,12,0
0,12,23,23,0,31,19,16,0,20,25
16,31,20,14,0,14,26,15,16,0,31
25,0,25,12,31,20,26,25,30,1,0
0,17,26,32,18,19,31,0,12,24,26
13,36,0,26,32,29,0,14,12,27,12
31,20,14,30,2,0,12,25,15,0,36
12,33,16,0,13,16,18,32,25,10,0
0,14,19,20,23,15,29,16,25,0,12
33,26,20,15,0,34,12,29,0,12,25
16,12,31,16,15,0,16,28,32,12,23
0,34,20,31,19,26,32,31,0,31,19
26,30,16,1,0,12,0,17,32,31,32
0,21,12,20,23,16,15,1,0,30,31
13,16,29,12,31,20,26,25,2,0,12
20,30,0,31,26,26,0,20,30,0,34
29,0,19,32,25,18,16,29,0,17,26
16,30,0,24,12,31,16,29,20,12,23
15,2,0,31,19,12,31,0,20,30,0
0,31,19,20,25,22,0,26,17,0,31
30,31,0,31,29,20,13,16,30,1,0
20,30,0,17,20,23,23,16,15,0,34
25,0,29,12,14,16,1,0,17,26,29
0,14,26,26,27,16,29,12,31,20,26
29,12,15,20,14,31,20,26,25,1,0
16,25,31,36,0,26,25,16,0,36,16
0,16,25,15,0,20,25,0,19,20,29
14,16,0,12,23,23,26,34,30,0,32
19,12,33,16,0,24,12,15,16,0,14
31,2,0,12,29,31,20,17,12,14,31
20,14,20,16,25,31,0,22,20,23,23
0,27,29,20,30,26,25,16,29,2,0
0,24,26,30,31,0,30,31,12,29,22
0,30,12,14,29,20,17,20,14,16,0
32,30,16,15,0,31,19,16,30,16,0
16,25,0,31,19,16,0,14,19,26,20
0,12,0,17,32,31,32,29,16,0,20
16,0,14,26,24,16,0,31,26,0,24
31,19,2,0,19,20,29,26,30,19,20
0,30,19,12,29,16,15,0,29,16,30
32,18,19,31,30,1,0,26,32,29,0
0,13,16,0,12,13,23,16,0,31,26
26,17,0,31,19,16,30,16,0,30,31
15,0,30,27,16,12,29,30,0,17,29
16,30,0,26,17,0,31,19,16,0,27
0,24,36,0,26,34,25,0,31,19,12
23,0,17,29,26,24,0,31,19,16,0
16,30,0,31,19,12,31,0,34,16,0
30,30,20,26,25,0,31,19,12,31,0
20,25,0,26,32,29,0,26,34,25,0
26,34,25,0,14,20,31,20,37,16,25
25,26,34,0,31,19,12,31,0,31,19
16,25,1,0,34,26,24,16,25,1,0
17,26,29,0,18,26,23,15,1,0,14
0,31,16,12,14,19,0,32,30,0,31
26,24,27,16,23,23,16,15,0,13,36
32,18,12,31,16,15,0,12,25,15,0
27,23,12,14,16,15,0,13,12,31,31
26,18,20,14,12,23,0,27,29,26,18
23,16,15,0,34,20,31,19,0,34,12
16,25,1,0,27,16,26,27,23,16,30
23,23,0,26,32,29,0,14,19,20,23
20,23,31,0,12,0,32,25,20,26,25
22,0,15,20,29,16,14,31,23,36,0
16,18,12,25,0,34,20,31,19,0,30
17,23,16,30,0,12,25,15,0,13,12
20,12,23,30,0,31,19,12,31,0,31
16,25,14,16,0,26,25,0,12,0,31
12,31,14,19,16,15,0,15,16,30,31
34,30,0,32,30,0,31,26,0,14,19
15,0,34,12,30,0,14,19,12,25,18
0,31,26,0,25,16,34,0,25,12,31
18,23,16,0,19,32,24,12,25,0,17
13,26,24,13,16,15,1,0,21,12,20
13,26,24,13,30,0,14,12,25,0,30
17,16,29,20,25,18,0,12,18,12,20
29,0,20,31,30,16,23,17,10,0,31
0,13,16,0,34,20,31,19,0,32,30
16,0,31,19,16,0,23,26,18,20,14
25,20,26,25,0,31,19,12,31,0,29
12,31,26,24,20,14,0,13,26,24,13
24,16,0,26,17,0,30,26,24,16,0
0,20,25,31,26,0,16,33,16,29,0
30,0,31,19,16,0,24,16,12,25,30
26,29,36,0,12,23,23,26,34,30,0
31,0,29,16,20,24,12,18,20,25,16
29,16,15,0,29,16,30,27,26,25,30
26,27,23,16,30,0,12,25,15,0,25
18,19,31,0,26,32,31,0,17,12,24
27,16,26,27,23,16,0,31,26,18,16
29,32,15,16,30,31,0,29,20,17,23
16,23,23,2,0,34,16,0,17,26,29
12,25,0,14,19,12,29,31,0,12,0
0,31,19,16,0,30,27,23,20,31,31
0,20,25,34,12,29,15,1,0,31,26
26,17,0,19,32,24,12,25,20,31,36
26,31,19,16,29,0,12,30,0,24,16
15,29,16,25,1,0,31,19,26,32,30
36,0,12,25,15,0,12,30,22,0,34
25,18,0,26,17,0,12,32,18,32,30
27,12,14,20,31,36,0,31,26,0,15
13,16,29,30,0,26,17,0,26,25,16
26,32,30,16,0,26,33,16,29,0,31
16,12,14,16,2,0,34,19,12,31,0
0,26,32,29,30,16,23,33,16,30,2
29,20,16,30,0,20,25,0,31,19,16
0,34,12,29,0,23,16,30,30,0,23
26,17,0,34,19,26,0,34,16,0,12
0,30,26,0,25,12,31,20,26,25,30
12,18,16,0,31,26,0,16,30,14,12
15,0,24,32,30,31,0,27,26,30,30
16,30,31,29,32,14,31,20,26,25,0
20,15,16,12,30,0,26,17,0,21,32
25,0,23,20,13,16,29,12,31,20,26
0,12,27,27,16,12,29,16,15,0,34
16,0,14,19,26,20,14,16,30,0,24
0,31,19,16,0,24,16,12,25,30,0
16,31,34,16,16,25,0,25,12,31,20
23,16,0,17,26,29,14,16,0,32,25
13,32,31,0,31,19,16,0,24,16,24
27,32,29,30,32,16,0,12,0,34,26
20,26,25,30,0,19,12,15,0,18,20
12,25,15,0,21,12,27,12,25,0,17
0,13,32,31,0,12,0,17,29,20,16
20,30,0,27,23,12,14,16,2,0,34
16,29,30,31,12,25,15,0,31,19,20
31,19,16,0,24,20,30,31,12,22,16
0,30,26,24,16,0,15,12,36,0,31
14,19,20,23,15,29,16,25,1,0,25
27,29,26,24,20,30,16,30,0,12,0
16,29,16,0,34,26,29,15,30,0,14
12,31,0,24,16,24,26,29,36,0,12
23,16,0,19,32,24,12,25,0,17,12
12,31,0,30,16,31,30,0,19,20,29
29,2,0,31,19,16,0,25,12,31,20
0,19,26,27,16,2,0,31,19,16,0
27,31,20,26,25,0,12,25,15,0,14
32,18,32,30,31,0,7,1,0,4,9
20,26,32,30,1,0,31,19,16,0,29
29,22,0,31,19,12,31,0,24,12,29
15,12,34,25,0,26,17,0,12,31,26
15,0,31,29,32,31,19,1,0,12,25
20,14,12,23,0,12,25,15,0,25,16
27,16,12,22,12,13,23,16,0,15,16
29,16,24,16,24,13,16,29,0,12,23
29,30,1,0,19,12,33,20,25,18,0
23,31,0,12,0,32,25,20,26,25,0
24,12,14,36,0,12,25,15,0,30,31
12,30,20,23,36,0,15,26,0,34,16
12,29,31,20,17,12,14,31,30,0,31
1,0,31,19,26,30,16,0,33,16,29
22,30,0,32,30,0,12,30,0,12,0
26,29,20,12,23,30,0,31,19,12,31
19,16,0,27,12,30,31,2,0,34,16
0,24,26,29,12,23,0,29,16,33,26
14,20,31,20,16,30,0,12,25,15,0
0,27,12,30,31,2,0,34,16,0,14
30,0,12,25,15,0,34,20,31,19,26
27,16,26,27,23,16,30,0,19,12,33
25,0,12,23,23,20,12,25,14,16,1
25,36,0,30,20,31,16,30,0,12,29
0,31,19,16,0,25,12,24,16,0,26
0,12,29,16,0,25,26,31,0,13,26
32,30,0,24,26,24,16,25,31,30,0
29,20,25,18,0,12,18,12,20,25,2
26,23,23,0,13,12,14,22,0,12,25
30,31,29,12,20,25,31,30,2,0,20
20,25,0,31,19,16,0,19,20,13,12
0,12,0,27,29,16,14,20,26,32,30
0,14,26,25,31,20,25,16,25,31,0
20,14,16,0,31,26,0,30,32,14,19
13,26,33,16,0,12,23,23,0,34,16
31,0,12,0,17,29,20,16,25,15,30
16,2,0,34,16,0,23,20,30,31,16
19,26,27,16,2,0,31,19,16,0,32
33,16,29,0,17,12,15,16,2,0,31
12,0,20,30,0,15,26,25,16,2,0
20,31,36,0,31,26,0,15,16,30,31
29,16,23,0,13,26,24,13,30,0,14
0,27,23,12,14,16,0,19,16,29,16
26,25,0,12,0,13,29,20,18,19,31
12,25,22,20,25,15,0,27,26,30,30
20,25,30,20,30,31,16,25,14,16,0
25,30,0,12,25,15,0,12,0,15,26
16,20,29,0,26,34,25,0,22,20,25
16,24,13,16,29,0,12,23,23,0,31
31,26,0,14,32,29,16,0,15,20,30
15,26,25,16,2,0,31,19,16,0,34
14,20,16,30,1,0,26,32,29,0,31
29,26,32,18,19,0,15,20,27,23,26
31,19,12,31,0,15,29,26,27,27,16
15,1,0,18,12,30,30,16,15,0,31
0,12,30,0,31,19,16,0,15,12,34
32,30,0,12,30,0,12,0,30,27,16
25,31,16,29,15,16,27,16,25,15,16
0,31,29,32,31,19,2,0,31,16,14
12,25,15,0,31,19,16,0,12,23,23
12,25,15,0,16,24,27,31,36,0,14
34,12,29,1,0,34,19,16,31,19,16
12,18,26,2,0,31,19,26,30,16,0
26,0,13,16,12,29,0,34,20,31,25
1,0,24,12,29,14,19,16,15,1,0
30,27,16,14,20,16,30,1,0,26,32
12,0,12,25,15,0,25,12,18,12,30
29,0,31,19,16,36,0,19,12,33,16
20,29,16,15,0,31,26,0,29,16,30
12,18,12,20,25,2,0,30,26,24,16
32,29,30,16,23,33,16,30,0,12,27
19,26,30,16,0,34,19,26,0,15,20
0,31,19,16,0,29,12,15,20,14,12
31,19,26,30,16,0,25,12,31,20,26
19,20,30,0,18,26,12,23,0,20,25
26,27,23,16,0,32,25,15,16,29,30
0,12,25,15,0,22,25,26,34,0,31
16,23,33,16,30,2,0,12,24,26,25
25,0,12,25,15,0,25,26,31,0,33
31,0,19,12,33,16,0,31,19,16,0
30,27,26,25,30,20,13,20,23,20,31
16,23,36,0,16,23,20,24,20,25,12
25,12,18,12,30,12,22,20,0,12,29
2,0,26,25,0,16,33,16,29,36,0
0,31,19,16,0,24,16,24,26,29,36
0,13,16,16,25,0,32,30,16,15,0
26,25,0,31,19,12,31,0,34,16,0
25,26,0,29,16,23,20,18,20,26,25
16,2,0,34,16,0,30,31,12,25,15
0,13,16,23,20,16,33,16,29,30,0
12,22,32,30,19,12,0,34,20,23,23
23,16,12,15,30,0,31,26,0,31,19
30,31,12,25,15,0,19,16,29,16,0
19,16,30,16,0,30,31,26,29,20,16
20,25,18,0,16,24,13,29,12,14,16
31,30,0,22,20,23,23,16,15,0,12
13,16,17,26,29,16,1,0,12,25,15
20,25,31,26,0,31,19,16,30,16,0
0,30,27,16,14,20,16,30,0,32,25
12,0,30,20,25,18,23,16,0,19,32
16,12,29,25,0,31,26,0,21,32,30
0,24,12,31,16,29,20,12,23,30,0
15,0,17,26,29,14,16,0,26,32,29
0,31,19,26,32,30,12,25,15,30,0
12,25,30,0,22,20,23,23,16,15,0
0,26,32,29,0,31,19,26,32,18,19
16,25,0,13,36,0,30,14,12,29,14
24,0,31,19,29,26,32,18,19,0,34
24,12,18,16,0,26,17,0,12,0,24
0,34,12,29,0,31,19,12,31,0,30
31,0,23,16,12,15,30,0,31,26,0
16,30,16,0,30,22,20,16,30,1,0
0,34,26,29,31,19,0,31,19,16,0
31,19,26,30,16,0,30,12,24,16,0
26,30,16,0,25,12,31,20,26,25,30
19,31,0,12,25,15,0,12,0,34,12
30,0,31,26,0,20,24,12,18,20,25
26,29,12,23,0,20,24,12,18,20,25
32,23,0,14,26,26,27,16,29,12,31
32,30,31,0,14,19,12,25,18,16,0
0,26,23,15,0,27,12,31,31,16,29
19,12,31,0,29,16,27,23,12,14,16
15,0,20,25,30,31,20,31,32,31,20
18,26,12,23,0,20,25,0,24,36,0
0,32,30,0,31,26,0,17,20,18,19
16,24,12,29,22,12,13,23,16,0,17
14,29,26,30,30,0,31,19,16,0,30
16,25,0,31,26,0,12,0,30,20,23
23,23,16,15,0,12,14,29,26,30,30
20,25,31,16,29,25,12,31,20,26,25
32,30,0,19,26,27,16,2,0,31,19
0,26,17,0,12,31,26,24,20,14,0
0,24,12,31,16,29,20,12,23,0,12
12,27,12,29,31,0,17,29,26,24,0
19,26,20,14,16,30,0,24,12,15,16
23,15,30,0,34,20,31,19,0,13,26
26,25,15,16,29,30,0,26,17,0,30
16,0,17,12,14,31,0,26,17,0,34
23,16,12,29,0,30,31,26,14,22,27
20,25,18,0,12,18,12,20,25,2,0
32,31,0,12,0,17,29,20,16,25,15
36,0,12,25,15,0,31,29,32,31,19
13,30,0,14,12,25,0,30,16,29,33
30,31,16,25,14,16,0,26,17,0,25
0,29,16,12,23,20,37,16,0,31,19
20,31,19,0,13,26,25,15,30,0,26
16,0,30,14,20,16,25,31,20,17,20
12,29,22,12,13,23,16,0,17,16,12
0,12,29,16,0,15,20,17,17,16,29
12,25,30,0,31,26,0,15,16,17,16
30,0,31,26,0,17,16,16,23,0,31
13,36,0,25,16,34,0,14,12,27,12
12,14,16,1,0,17,26,29,0,31,19
19,16,29,26,20,30,24,1,0,18,29
31,16,23,23,0,30,31,26,29,20,16
26,0,16,33,16,29,0,24,26,29,16
31,16,15,1,0,12,25,15,0,12,31
20,31,0,26,17,0,19,12,27,27,20
0,25,26,31,0,34,12,25,31,0,24
24,12,25,20,31,36,30,0,14,26,29
25,15,0,21,12,27,12,25,0,17,26
33,26,23,32,31,20,26,25,0,31,19
23,33,16,30,0,31,26,0,17,16,16
34,12,29,30,0,26,17,0,31,19,16
29,16,30,0,19,12,33,16,0,29,20
20,30,14,26,33,16,29,20,16,30,0
18,20,25,12,31,20,26,25,1,0,26
20,30,0,26,34,25,2,0,24,36,0
12,23,23,0,26,17,0,17,20,29,16
0,24,32,30,31,0,15,26,0,15,20
26,30,16,2,0,34,16,0,14,12,25
29,18,16,15,0,25,26,31,0,26,25
25,0,26,29,0,14,26,25,28,32,16
20,31,20,37,16,25,30,2,0,13,32
29,26,30,16,0,20,25,31,26,0,31
16,0,18,16,25,31,23,16,0,31,26
2,0,31,19,16,36,0,12,30,22,0
0,23,16,12,29,25,16,15,0,31,26
31,12,25,15,0,31,19,16,0,14,26
